,Yields,RXN,Origin,Mechanism,DOI,Substrate
399,1.0,c1ccccc1OC(=O)C(C)(C)C.c4(C)ccc(B3OB(c1ccc(C)cc1)OB(c2ccc(C)cc2)O3)cc4>C1COCCO1.[Ni].O.O.O.O.O=P([O-])([O-])[O-].[K+].[K+].[K+].>c1ccccc1c2ccc(C)cc2,Optimisation,Suzuki,https://doi.org/10.1021/ja8056503,c1ccccc1OC(=O)C(C)(C)C
400,1.0,c1ccccc1OC(=O)C(C)(C)C.c4(C)ccc(B3OB(c1ccc(C)cc1)OB(c2ccc(C)cc2)O3)cc4>C1COCCO1.[Ni].CC(C)(C)[O-].O.O.O.O.[K+].[K+].[K+].>c1ccccc1c2ccc(C)cc2,Optimisation,Suzuki,https://doi.org/10.1021/ja8056503,c1ccccc1OC(=O)C(C)(C)C
401,1.0,c1ccccc1OC(=O)C(C)(C)C.c4(C)ccc(B3OB(c1ccc(C)cc1)OB(c2ccc(C)cc2)O3)cc4>C1COCCO1.[Ni+2].O.O.O.O.[Cs+].[F-].>c1ccccc1c2ccc(C)cc2,Optimisation,Suzuki,https://doi.org/10.1021/ja8056503,c1ccccc1OC(=O)C(C)(C)C
402,1.0,c1ccccc1OC(=O)C(C)(C)C.c4(C)ccc(B3OB(c1ccc(C)cc1)OB(c2ccc(C)cc2)O3)cc4>C1COCCO1.[Ni+2].O.O.O.O.[F-].[K+].>c1ccccc1c2ccc(C)cc2,Optimisation,Suzuki,https://doi.org/10.1021/ja8056503,c1ccccc1OC(=O)C(C)(C)C
403,1.0,c1ccccc1OC(=O)C(C)(C)C.c4(C)ccc(B3OB(c1ccc(C)cc1)OB(c2ccc(C)cc2)O3)cc4>C1COCCO1.[Ni+2].O.O.O.O.O=C([O-])[O-].[Cs+].[Cs+].>c1ccccc1c2ccc(C)cc2,Optimisation,Suzuki,https://doi.org/10.1021/ja8056503,c1ccccc1OC(=O)C(C)(C)C
404,18.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
405,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
406,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
407,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
408,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
409,38.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
410,28.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
411,21.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
412,46.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
413,42.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
414,55.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
415,4.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
416,55.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
417,63.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
418,56.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C=NCc1ccccc1>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>O=C(NCc1ccccc1)c3ccc2ccccc2c3,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
419,54.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C=NCCc1ccccc1>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>O=C(NCCc1ccccc1)c3ccc2ccccc2c3,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
420,64.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CC(C)N=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CC(C)NC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
421,78.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C=NC1CCCCC1>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>O=C(NC1CCCCC1)c3ccc2ccccc2c3,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
422,67.0,COc2ccc1ccc(OC(=O)C(C)(C)C)cc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccc(OC)cc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,COc2ccc1ccc(OC(=O)C(C)(C)C)cc1c2
423,48.0,CC(C)(C)C(=O)Oc1cccc2ccccc12.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c1cccc2ccccc12,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc1cccc2ccccc12
424,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
425,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
426,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
427,18.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
428,33.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
429,17.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C1COCCO1.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
430,25.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
431,38.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
432,54.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
433,46.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
434,48.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
435,28.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
436,44.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
437,40.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
438,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
439,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
440,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
441,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].[Cl-].[Cl-].[Mg+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
442,33.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].[I-].[Na+].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
443,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].C[Si](C)(C)Cl.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
444,16.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].[Cl-].[Cl-].[Zn+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
445,41.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>CC(=O)N(C)C.[Ni+2].CC[N+](CC)(CC)CC.[I-].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
446,58.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
447,22.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].Oc1ccccc1.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
448,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].CCN(CC)CC.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
449,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].CC(C)(C)C(=O)O.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
450,0.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O.>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
451,41.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=C([O-])[O-].[Na+].[Na+].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
452,70.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
453,61.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[Na+].[Na+].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
454,81.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Optimisation,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
455,0.0,CC(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(=O)Oc2ccc1ccccc1c2
456,63.0,C5C4CC3CC5CC(C4)(C3)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,C5C4CC3CC5CC(C4)(C3)C(=O)Oc2ccc1ccccc1c2
457,45.0,Cc3cc(C)c(C(=O)Oc2ccc1ccccc1c2)c(C)c3.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,Cc3cc(C)c(C(=O)Oc2ccc1ccccc1c2)c(C)c3
458,29.0,O=C(Oc2ccc1ccccc1c2)c3ccccc3.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,O=C(Oc2ccc1ccccc1c2)c3ccccc3
459,0.0,CN(C)C(=O)Oc2ccc1ccccc1c2.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CN(C)C(=O)Oc2ccc1ccccc1c2
460,56.0,CC(C)c3cc(C(C)C)c(C(=O)Oc2ccc1ccccc1c2)c(C(C)C)c3.CCCCN=C=O>C(=O)N(C)C.[Ni+2].O=P([O-])([O-])O.[K+].[K+].>CCCCNC(=O)c2ccc1ccccc1c2,Scope,Isocyanates,https://doi.org/10.1021/ja5029793,CC(C)c3cc(C(C)C)c(C(=O)Oc2ccc1ccccc1c2)c(C(C)C)c3
461,25.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
462,61.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
463,30.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
464,18.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
465,46.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
466,79.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
467,91.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
468,92.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
469,95.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
470,59.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
471,92.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
472,66.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni+2].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Optimisation,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
473,91.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ccccc3c4,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
474,68.0,CC(C)(C)C(=O)Oc2ccc1ncccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc3ncccc3c4,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ncccc1c2
475,71.0,COC(=O)c2ccc1cc(OC(=O)C(C)(C)C)ccc1c2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>COC(=O)c4ccc3cc(C(C(=O)c1ccccc1)c2ccccc2)ccc3c4,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,COC(=O)c2ccc1cc(OC(=O)C(C)(C)C)ccc1c2
476,60.0,CC(C)(C)C(=O)Oc1ccccc1.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c3ccccc3,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc1ccccc1
477,76.0,COc1ccc(OC(=O)C(C)(C)C)cc1.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>COc3ccc(C(C(=O)c1ccccc1)c2ccccc2)cc3,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,COc1ccc(OC(=O)C(C)(C)C)cc1
478,57.0,COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>COC(=O)c3ccc(C(C(=O)c1ccccc1)c2ccccc2)cc3,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,COC(=O)c1ccc(OC(=O)C(C)(C)C)cc1
479,63.0,CC(C)(C)C(=O)Oc2ccc(c1ccccc1)cc2.O=C(Cc1ccccc1)c2ccccc2>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>O=C(c1ccccc1)C(c2ccccc2)c4ccc(c3ccccc3)cc4,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc(c1ccccc1)cc2
480,61.0,CC(C)(C)C(=O)Oc2ccc1ccccc1c2.CCC(=O)c1ccccc1>c1ccccc1C.[Ni].O=P([O-])([O-])[O-].[K+].[K+].[K+].>CC(C(=O)c1ccccc1)c3ccc2ccccc2c3,Scope,C-H activation,https://doi.org/10.1002/anie.201403823,CC(C)(C)C(=O)Oc2ccc1ccccc1c2
